date,review
il y a un an,C'est pas normal !!  j'ai commandé un sandwich poulet crudité et  bacon !! j'ai reçu le sandwich sans bacon ni crudité très mauvais service je recommande Pas
il y a 5 ans,"Service très rapide. Très propre. Les toilettes sont vraiment propres 👏. Par contre, prévoir de la monnaie sur soi. Ca coûte 0.5€ mais au au moins pour 1 fois c'est irréprochable. …"
il y a 3 ans,"Un lieu agréable pas mal de borne.
C'est propre c'est spacieux c'est plutôt bien organiser rien à dire.
Par contre en ces  temps de covid, ça reste long pour obtenir son menu. Très long. Trop.long."
il y a 4 ans,Bon Mac do reste mac do. On aime on aime pas ça se discute pas. En revanche ce restaurant présente des toilettes dans un état abominable qui mérite d'être souligné d'autant plus que l'accès à ces WC est PAYANT. Donc en prenant une contribution on peut attendre un minimum de propreté !!
il y a 4 ans,Très sale.écran tactile compris.c'est très gras dessus ...
il y a 5 ans,"Testé le samedi 23 septembre 2018.
Service à table rapide."
il y a 2 ans,"Toilettes infâmes, 2 fermées sur 3... pas de happy meal ?! Avec 2 enfants ,un budget explosé juste pour leur faire plaisir!!! Je suis choquée... tout est à revoir ici surtout avec un tel emplacement ,vous pourriez faire mieux !"
il y a 2 ans,"Propre mais manque de logique sur le contrôle du pass sanitaire car le vigile laisse rentrer tout le monde sans contrôle du pass. Il le demande seulement une fois que vous avez passé la commande à la caisse donc vous l'avez dans l'os si vous avez payé mais que vous ne justifié pas du pass...
Fchmt à revoir"
il y a 7 mois,Rapide et repas super agreable sur la terrasse exterieure !
il y a 5 ans,"Je suis venue 2 fois et j'ai eu 2 wraps froid à 2 reprise à des périodes différentes. Tout est dit.
=) je déconseille. …"
il y a 2 ans,Restaurant très propre et très agréable où le personnel est très sympathique et professionnel. Commandes effectuées sur de très nombreuses bornes situées à l'entrée. La salle de restaurant est située à l'étage accessible par escalier ou …
il y a un an,"Du monde, du monde. Tables non lavées, toilettes, des odeurs nauséabondes s'échappent. Le personnel est agréable dont le monsieur de la sécurité qui est très serviable"
il y a un an,"Je trouve déplorable que ce restaurant qui est la vitrine sur les Champs n entretiennent pas mieux les sanitaires.
WC très sales et impraticables.... …"
il y a un an,Un troquet fort sympathique qui prépare de savoureux amuse-bouches ainsi que des pommes de terre exquises et délicatement frites dans.. je déconne c'est infect.
il y a 10 mois,"Mega mac délicieux et tres bon service. J’ai fait tomber mon coca, merci à Benjamin de m’en avoir servi un autre !"
il y a 11 mois,"Burger froid, des oublis dans la commande et toilette pas propre!
Aucune utilisation de vaisselle réutilisable contrairement aux autres McDonald’s!!!!"
il y a 5 ans,"Équipiers pas chaleureux, pas accueillant
Pas assez de place prend au moins 5 minutes pour avoir une place ce qui fait que les sandwiches et les frites sont froides. …"
il y a 7 mois,"Beaucoup de monde surtout le soir
grand service assez rapide"
il y a 3 ans,"Règles anti covid non respectées. Mise à part le port du masque. Mais étant tous collés les uns les autres une fois attablés.... Mais surtout, trop trop bruyant....les enfants qui hurlent avec des parents qui s'en fichent....dernière fois que je mange ici. Les fast-food des alentours sont bien plus calmes."
il y a un mois,Passer un très bon moment
il y a un an,J'y vais souvent le matin et ils sont incapables d'ouvrir a l'heure on peut même pas commander sur les bornes jusque 8h du matin(après ouverture à 7h) et ils vous virent quand il y a une panne informatique
il y a 2 ans,"Alors comment dire que ce FAST FOOD est l’un des pires que je n’ai jamais vu.

Le personnel est désagréables et impolis aucune patience personne ne prend en …"
il y a 2 ans,Café degeulasse !!!!! J’ai demandé un ristretto la machine percolateur ne fonctionnait pas au McCafé … on m’a littéralement forcé à passer commande au borne et on m’a servi un café degeulasse sorti de nulle part …. Écœurée le pire c’est …
il y a un an,Les produits Mac Donald  nous les connaissons et sont toujours corrects. L'inconvénient c'est la sécurité dans l'intérieur.  Nous nous avons fait voler nos documents  et de l'argent .
il y a 3 ans,"Très déçu du service et surtout du responsable avec son gros tatouage. Si un manager ne prend meme pas la peine d'écouter ses clients et de les servir correctement , cest alors normal que le personnel suit. Jai demander un filet o fish et …"
il y a 5 ans,Endroit qui ne ressemble plus à mon enfance. Certes le lieux est propre mais beaucoup trop accès sur la technologie pour gagner du temps. Vous n'avez pratiquement plus aucun contact avec les gens qui y travaillent... vous payez en caisse et …
il y a 3 ans,"Malheureusement 0 étoiles n'existe pas.
Je suis totalement outré. Les lieux littéralement dégueulasse.
En période de pandémie (Covid-19) je ne trouve pas normal que le gel …"
il y a 2 ans,"Très sale, pour un Mac do sur les champs je pensais que le nettoyage serait plus fréquent.  N'allez surtout pas aux toilettes là bas sauf si vous n'avez pas peur des excréments..."
il y a 2 ans,"Mc Do Champs-Élysées est anti handicapé !
Très très mauvaise expérience.
Si vous êtes handicapé on ne vous considère pas, vous dérangez le personnel et …"
il y a 6 ans,"on nous oblige a commander sur des bornes, la moindre des choses serait que tout fonctionne correctement... tres mauvaise organisation des files de retrait et gestion du point de vente a revoir. aucune considération des clients (le personnel parle entre eux sans  s'adresser une seule fois aux clients)."
il y a 2 ans,OMG que dire du Mac Donald des Champs Elysées à part que les personel n'est pas toujours très aimable et que les prix sont affolant. Certes nous sommes à Paris mais nous ne sommes que chez MacDo pas au Ritz. 40€ pour 2 adultes et 2 enfants …
il y a un an,"Restaurant sale (sol collant et des déchets qui débordent des poubelles pleines), Visiblement le personnel préfère discuter.
Trop d’attente alors que le resto était à moitié vide (lundi 11 à 22h30),mon big …"
il y a 10 mois,"Lieu triste. Impensable un ""Mac Do"" si sale si peu classe sur les Champs Elysées ! Très très déçue.!"
il y a 2 ans,"Toilettes payantes, un scandale ! De plus, il était bien indiqué dans ma commande un burger sans onions et sans cornichons, or qu'est-ce que j'ai trouvé en ouvrant mon burger ? Des onions et des cornichons ! C'est une véritable honte pour …"
il y a 2 ans,"Agent de sécurité impoli, nous a obligé à attendre sous la pluie pour accéder à la terrasse, puis nous à expulsé de la file d'attente sous prétexte que la terrasse était pleine. On a fini avec une nourriture froide et dégoutante comme l'agent de sécurité."
il y a 6 ans,"Pas mal d'attente, mais les serveurs et l'hôtesse chargée de l'accueil sont aimables.
Burger signature plutôt bon …"
il y a 6 ans,"Beaucoup trop de monde  on se croirait dans un hall de gare... Le service en salle est un véritable plus, le personnel est pour la majorité très pro. Seule, une femme de l'équipe Mc Do a fait mine ni de m'entendre l'appeler ni de me …"
il y a 2 ans,"Une horreur, toilettes payantes (50cts) et affreusement sales. Bagarre dans les toilettes.
Pas de savon en ce temps de covid, tables serrées. …"
il y a 2 ans,"Scandaleux. Enfant bloqué au toilette, et responsable arrogant et antipathique. À fuir absolument. Et on ne parle pas de l'absence de hapoy meal ni de service à table. Nul triple zéro"
il y a un an,Pour moi l’un des meilleurs macdo la gentillesse et le service est la! Toujours que je vien dans ce macdo les plats sont toujours chaud est bon bien salé les frites sauce ne manque jamais hamburger banale comme tout ceux de macdo. Mais l’accueil et vraiment bien je vous recommande ce macdo! TOP TOP
il y a 2 ans,J'ai été choqué par la différence de prix avec un macdonnald classique comme celui de Wagram qui est à deux pas ! On voit bien que l'objectif principal est de plumer les touristes un maximum. J'ai conscience que le loyer de l'avenue doit être conséquent mais cela toujours au détriment du client.
il y a 3 ans,Un Manager au crane rasé à blanc ciré a refuser de baisser le prix de mon menu alors que les client ont le droit de refusé  le jouet! Il à  même  insinuer que je mentais sur le fait qu'un client est le droit de refuser le jouet du menu …
il y a un an,"Vous payez en carte bleue et le ticket sort pas, pourtant le débit est effectué.le client va a un autre guichet et refait sa commande il est débité 2fois cette machine pourtant n'est pas mise hors service, c'est de l'escroquerie"
il y a 7 ans,"Difficile de comprendre la nouvelle organisation depuis la rénovation. On attend, rien ne se passe, les agents au premier et deuxième comptoires se regardent et discutent, certains agents de la sécurité vont même chercher et amener les commandes aux clients. J. Habite à côté et cela fonctionnait bien mieux avant les travaux"
il y a 3 ans,"Le seul point positif, la rapidité.
Sinon, aucun respect des mesures Covid. Le restaurant sale à l'étage, les tables pas nettoyées entre chaque client (et encore moins désinfectées). …"
il y a 5 ans,"Nous avons attendu plus de 20min le service à table alors qu'il n'y avais personne ! Boisson arrive froide ! Jai du aller chercher le plateau moi même ! Et quand je leur est dit j'ai eu le droit à ""oui bah j'était en pause"" pas d'excuse rien.. pour le prix qu'on paye c'est inadmissible"
il y a un an,"Restaurant de grande taille, pas de réseau internet à l'étage. L'étage à été fermer pendant notre venue suite à la venue d'un groupe, nous avons dû partir."
il y a 6 ans,J'ai été servi par une femme en blouse blanche qui n'avait aucun sens du service et qui était très agressive avec aucune logique puisqu'au lieu de me donner mes frites et mon sandwich en même temps elle m'a d'abord  donné le sandwich puis …
il y a 9 mois,Une chose que je ne comprends pas c'est que tous les McDo ne n'ont pas les mêmes tarifs donc là on a payer un euro de plus par menu merci Paris
il y a 4 ans,"Le service peut être aléatoire, aussi bien rapide que très lent, mais aux heures de déjeuner celui-ci est assiégé ! Pour les retraits commandes Internet, ça peut être très galère car ils ne prennent plus au guichet de retrait commande machine..."
il y a un mois,Ça tue 😍😍 …
il y a 5 ans,"N'étant pas allé au Mcdo des Champs-Élysées depuis un certain temps j'ai été agréablement surpris de voir un lieu totalement rénové.
Ici place à beaucoup d'espace ce qui est appréciable pour y manger. …"
il y a 5 ans,"Rarement vu un mcdo avec des employés aussi incompétents. Je m'y rends de temps en temps et le service est toujours aussi long, même hors rush (c'est bien ça le pire). La dernière fois, commande en borne, au bout de 10min je n'ai toujours …"
il y a 8 mois,Service rapide. L'attente n'est pas très longue pour vous faire servire
il y a un an,"Fast food. Comme son nom l'indique, restauration rapide. bon comme un mcdo, rapidité de traitement de la commande top ! (peut-être trop rapide justement les sandwichs ne ressemblait à rien et la sauce coulait dans tout les sens moins top). …"
il y a 6 mois,"Qualité mc Do avec plus de 2€ en plus que les autres....
Pffff."
il y a un an,Restaurant bien entretenu et service rapide. Cependant les salariés ont sûrement dû oublier comment dire bonjour et au revoir. Des règles de politesse de base.
il y a un an,"Oublis à la remise des plateaux, erreurs dans le parfums de glaces des plateaux . C'est bien beau d'accueillir les clients en anglais,  pensez à laissez aussi une bonne image dans la préparation des plateaux des touristes..."
il y a 7 mois,Très décevant trop d attente 45 minutes en salle 😡😡 …
il y a 5 ans,"Malheureusement très déçu, le manager à lunettes vous regarde avec persistance pour vous faire comprendre "" ça fait trop longtemps que vous  profitez de la connexion …"
il y a un an,"Pas beaucoup d’alternative végétarienne appart les Wraps. Une des vendeuses est pas sympathique, il manquait un ketchup et quand je suis allé le chercher je me suis fais servir en vitesse. Bof"
il y a un an,"Idéalement placé, propre, servi rapidement malgré la finale de la CDM, de plus le Mcdo est quand même plutôt beau, c’est sympa!"
il y a 4 ans,"40 minutes d'attente et devinez quoi ?
TOUJOURS PAS SERVI !
Je vais réclamé une première fois …"
il y a 5 ans,Pas top. Les frites sont toujours presque froide . Il manque toujours quelque chose sur le plateau. Personnel pas cours très agréable car plus occuper à discuter entre eux ou avec vigiles et ne s'occupent pas vraiment des client
il y a 4 ans,"Grande baie vitrée donnant directement sur les champs, je ne m'en lasse jamais ! Service rapide malgré l'affluence, grâce aux nombreuses bornes. Évitez les toilettes et l'expérience sera bonne."
il y a 3 mois,Café et macaron très mauvais
il y a 4 ans,"Lieu bruyant et très sale. Mise à part si vous n'avez pas le choix ou peu de temps, cela ne vaut pas le détour. Les 2 étoiles sont pour le service correct. Mais la saleté et les frites écrasées sous les chaises par terre c'est rédhibitoire."
il y a 6 ans,Gestion des commandes calamiteuse à 17h même pas une heure de pointe (glace en attente pendant 10 minutes sans qu'aucun employé ne la serve ou la retire. Livraison de manière anarchique: les dernières commandes sont livrées en premier...) …
il y a 3 mois,Dommage pas chaud
il y a un an,"Genial...Se faire un MacDo, en terrasse sur les Champs-Elysées, face à la Tour effet.... Mythique....Une mention d'excellence au placeur en terrasse qui transmet son savoir faire et son amour du travail en pareil endroit...Rien à envier au Fouquets....."
il y a un an,"McDo spécialement dédié aux touristes, je trouve.
Ne soyez donc pas étonné de l'ambiance très fastfood, les gens entrent, mangent et s'en vont. …"
il y a 7 mois,Mac do classique mais le temps d attente est trop important
il y a un an,"Commande attendue trop longtemps et servie à une allure d'escargot, erreur sur le sandwich et cadeau happymeal manquant, propreté plus que limite... Pourtant nous sommes des clients réguliers de Mac Donald, mais celui-ci est vraiment à éviter..."
il y a un an,"Restaurant très propre, service rapide même avec beaucoup d'affluence.
Très bonne équipe"
il y a un an,"Mc Donald's Champs Elysées, accès pratique près de l'Arc de Triomphe. Au vu du nombre important de touristes sur l'Avenue, le restaurant n'était finalement pas  bondé. L'accès aux bornes de commande s'est fait aisément. Les tarifs restent les mêmes qu'ailleurs, ce qui est appréciable."
il y a 4 ans,Seul point positif ? Le service méga rapide qui doit déjà tout être pret en avance par un nombre incalculable de personnels que je ne pourrais juger car on ne les côtoie pas directement mais ceux qui font le ménage sont très poli. Cher et …
il y a 2 ans,Très déçu de la qualité de service de ce restaurant. Un manager incompétent incapable de faire travailler ses équipe dans le rush. 30min d'attente pour se faire rembourser. Merci McDonald's je comprend pourquoi la concurrence est meilleur que vous
il y a 4 mois,Très belle vue sur l'avenue
il y a 7 ans,"Nous avons été accueillis comme des malpropres lorsque nous avons commandé en ligne avec une promotion.
Toutes les bornes annulaient automatiquement notre commande (nous avons essayé 3 …"
il y a 2 ans,"Pireeeeee mcdo de toute ma vie, vraiment horrible, dans les toilettes il n’y avait plus de savon et quand j’ai demandé à changer on ma dit d’attendre et jai attendu 15 min pour me laver les mains pour au final manger sans me laver les …"
il y a un an,Super décoration pour halloween mais par contre un effort devrait êtes fait au niveau de la propreté des sanitaires.
il y a 3 ans,"Très moyen pour les champs élysée...
On ne peut pas manger dehors à 6 car après avoir placé nos affaires, on donne la table à quelqu'un d'autre en nous disant qu'on doit être placé par quelqu'un …"
il y a 4 ans,"Sale à faire peur
Il est vrai qu'on brasse beaucoup de monde...
Très choqué par un petit incident... …"
il y a un an,Trop génial j’ai eu bien plus qu’une rose !! Je recommande vivement personnel au top :)
il y a 4 ans,Lent. Pas de service correct déçu de l'enseigne malgré l'emplacement un peu plus de courtoisie serait de mises . 17 minutes d'attentes à 11h alors qu'il n'y avais que des 6personnes. Manque d'organisation visible.
il y a 6 ans,"A moins d'être un touriste en balade sur les Champs, je vous déconseille fortement ce Mac Donald's. L'affluence est énorme, il faut faire la queue pour commander aux bornes, pour récupérer sa commande, pour trouver une table et encore plus …"
il y a 4 ans,"Je le déconseille et aurais voulu mettre aucune étoile.
A l'instant ou j'écris, on me refuse l'entrée car je porte des rollers...
Je cherchais simplement à commander un smoothie avec cette chaleur actuelle....
Bref, une honte surtout avec un slogan tel que ""venez comme vous êtes""."
il y a 10 mois,"Le pire McDonald's du monde, rempli de bandits et de voleurs, en plus bourré de rats vraiment écœurant. De plus aucune propreté hygiène laisse à désirer"
il y a 9 mois,Bon un Mac Do avec vue sur les Champs Élisée et terrasse sur les champs. C'est pas mal
il y a 4 ans,"Une vraie usine, faire la queue pour avoir son repas,
Bondé et les tables pas nettoyées, des detritus ( frites etc....) Sur le sol.
Amabilité zéro. …"
il y a un an,"Un MacDo tout à fait normal, mais vu qu'il est près des champs Elysées, il est un peu plus joli que les autres 🤣 …"
il y a 5 ans,Le responsable de la sécurité m'a demandé de quitter l'établissement alors que j'avais payé le matin un brunch. Tout d'abord j'étais au premier étage il a envoyé un de ses agents pour me demander de quitter l'étage d'aller au rez de …
il y a 6 mois,j'ai trop faim mais c'est trop chère
il y a un an,"Cher pour rien. Les sandwichs et burger sont trop petits. Strategie pour nous pousser à acheter plusieurs menus. Si ce n'était pas pour le nom et les touristes, McDonald's serait plus là ce que j'espère arriver très bientôt. Merci et vive Burger King."
il y a 2 ans,"Un mcdo à éviter
Une excursion avec Mike Tyson est certainement plus facile.
Frites froides, sans goût, préparées certainement bien longtemps à l'avance.
Passez votre chemin. Un autre saura vous accueillir et ça à 50 mètres."
il y a 4 ans,Beaucoup de monde.  Repas froid à  réception.  Burger bon comme d'habitude. Par contre il est très désagréable en consommant d'être obligé d'avoir une pièce de 50cts pour aller aux toilettes.  On a pas toujours de la monnaie sur soi.  Les touristes doivent être surpris. Je prends cela pour du raquette. .
il y a 2 ans,Les deux vigiles a l'entrée m'ont empeché de passer car je ne voulais pas montrer mon pass... ce qui est normal car je prenais A EMPORTER !! Mais ils n'ont rien voulu savoir.Ve n'est pas légale.
il y a 4 ans,"Champs Élise
La plus belle avenue
Et bien jamais nous reviendrons . …"
il y a un an,Ce McDonald's est ouvert jusqu'à 02h du matin situé dans la plus belle avenue du monde. Le restaurant est immense avec étages et une jolie terrasse sur la Grande Avenue des Champs Elysées 👍👍👍 …
il y a 4 ans,Trésor sympa !!!! Cadre agréable  et jeune🤩😍😘 …
il y a 5 ans,"McDo c'est McDo. Il ne faut pas s'attendre à des hamburgers supers bons. Pour ma part, le jour où nous sommes venus vers 14h en touriste, commandes un peu compliqué à la borne. C'est un peu la cohue pour récupérer sa commande. Nous avons …"
il y a un an,"Dommage que les prix aient autant augmentés; 4,10€ une grande frite !!! En magasin 1€ = 1kg"
il y a 4 ans,McDonald's correct. Personnel pas très souriant mais service rapide. GROS GROS bémol sur l'hygiène en cuisine puisque nous retrouvonsd personnel de staffen cuisine avec un débardeur de ville rayé et ses cheveux détachés sans protection …
il y a un mois,On m’a traité comme un malfrat
il y a 2 ans,"Catastrophique,
À éviter... mal organisé. Une commande incomplète et pleine d erreur (manque un Happy meal, erreur entre frite et potatoes..  Je ne parle pas du fonctionnement de toilettes..."
il y a 3 ans,"Je passe le concept des toilettes payantes qui refroidi déja!
Mais quand j'ai voulue acheter le jouet du happy meal pour ma fille, ils n'ont pas voulus sous prétexte qu'il fallait que je consomme avant..
Sinon les burgers sont correctes et les desserts sont améliorables."
il y a 6 ans,Jamais capable d'être rapide même pour une simple commande style un truc petite faim. Obliger d'attendre plus de 20 min. Pour les menus encore plus. Déjà retrouvé un morceau de gant dans ma commande et pleins d'oublis !
il y a 5 ans,"Pas de table pour manger virgule pas de savon pour se laver les mains, la queue pour aller au WC ,appelle le temps de manger sans que quelqu'un te demande de partir virgule une très mauvaise expérience je ne recommande pas. C'est bien j'aime bien"
il y a 2 ans,Le responsable du mcdo m'a affirmé le 12/09/21 à 22h38 qu'il refusait l'accès aux toilettes aux consommateurs car il a le droit de le faire (ce sont ses mots). Il ne donne pas de jetons et on ne récupère pas les 50c. Il a parlé avec …
il y a un an,"Sandwich froid..frite froide et surtout pas très frais ( frites et sandwich) et menu chère à fuir...🤟🤟🤟
Odeur dans les toilettes à fuir..je voulais gerber et à proximité du comptoir et …"
il y a un an,seul macdo de paris qui ne laisse pas rentrer les chiens…. juste pour commander à emporter honte sur vous mettez un humain à l’entrée pas un mec sans cœur merci
il y a un an,LE MCDO LE PLUS CHÈRE DE FRANCE !!!! Des MC flurry’s a presque 5€. Il faut même payer pour aller aux toilettes ?? Le mcdo est oppressant avec son plafond bas. Seul bon point les commandes sont rapidement exécutés.
il y a 10 ans,"Toujours le même problème : manque de place et de personnel, même s'ils sont très efficaces. La propreté de la salle, bien que très fréquentée, est remarquable. Les sandwichs sont servis chauds et frais à n'importe quelle heure de la journée =) je vous le conseille !"
il y a un an,"horrible, nourriture froide, très peu de choix il n’y avait pas les burgers de base, tout est très sale dont les WC qu’on ne pouvait même pas fermer avec des gros trous dans les serrures (toutes les portes), personnel très lent"
il y a 5 ans,Probablement le meilleur restaurant des champs Élysées. Menu complet. Service efficace. Grande salle de réception. Sandwich frais. Ingrédients de qualité. Les toilettes sont en revanche un véritable enfer. Possède également un café de type qualitatif
il y a 2 ans,"Une honte! Pour un mc Donald's sur les champs Elysées, il faut payer 50cts pour accéder aux toilettes, des toilettes carrément dégueulasse où il n'y a ni papier, ni savon le restaurant les tables sont carrément sales tellement qu'on ne …"
il y a 5 ans,"Faites attention, dans ce Macdo et même si il y a beaucoup de places disponibles vous vous faites virer de l'établissement si vous rester trop longtemps après n'avoir pris qu'une consommation. C'est la première fois que je vois ça et je …"
il y a 4 ans,"Plus de 15 mn d attente pour notre commande passée à la borne pour 4 glaces, 1 donut et 3 bouteilles d eau . Il manquait 1 glace qu on nous a servie en 2 secondes, le pot de mac flury etait à moitié plein ! De plus les toilettes étaient sales, poubelles pleines et 20mn d attente pour y accéder !!!"
il y a 5 mois,Ils avaient oublié notre commande...
il y a 4 ans,Alors là c'est pitoyable. On commande à la borne . Avec un numéro à mettre sur la table 20 minutes d'attente houaa pour voir notre plateau arrivé mais tout était froid. Je demande à un employé de reprendre le plateau puisque c'est froid. On …
il y a 2 ans,La manager blonde qui refuse de donner un jeton pour que ses clients aillent aux toilettes ! On se demande où sont passés les valeurs de McDonald's ! L'humanité ne compte pas uniquement l'argent bravo mcdonald !
il y a un an,Les WC très mal entretenu pour un McDonald's de classe je préfère acoté de chez moi encore plus propre dsl j'espère que pour la prochaine fois sans odeur ni saleté merci
il y a un an,Très rapide pour servir les commandes. Dommage que les toilettes ne soient pas propre
il y a 5 ans,"On dirait qu'on dérange les serveuses, pas souriantes, nonchalantes, mal poli, quand on leur dit bonjour, pas de retour.
Nous sommes les clients qui financent leurs salaires. je n'ai jamais vu un …"
il y a 5 ans,"Le cadre est agréable, mais les équipiers le sont rarement. Les prix sont nettement supérieurs à ceux des autres restaurants de la chaîne (e.g. +1,00€ pour un McFlurry). Le service est long, 20 minutes pour une glace arrivée fondue."
il y a 6 ans,"Pour y être  aller régulièrement je n'y mettrai plus jamais les pieds!!! Irrespect des clients, se moquant ouvertement d'eux, attaque physique gratuites. Sur les cinq clients devant moi un seul est parti sent leur faire la remarque de leur …"
il y a 2 ans,"Le personnel et le monsieur du sécurité étaient très agréable er gentille. La propreté de l'urinoir n'est pas grand chose, mais bon, ça suffit quand meme."
il y a 4 ans,"Le lieu est correct. Cependant gros soucis. Pour uriner, il faut payer chez les femmes et non chez les hommes. Bonjour la discrimination. De plus l'on consomme et l'on ne peut utiliser gratuitement les WC dans le restaurant ? Super Mc Do !"
il y a 4 ans,"Ce McDo est mon favoris et mérite plus que son 3.6, il est équipé de foison de bornes de commandes, et malgré la forte affluence aux heures de pointes, les commandes sont livrées dans un temps très correcte. La salle est spacieuse, agréable …"
il y a un an,Nous avons juste pris une glace durant notre passage sur les champs Élysées. Lieu organisé et rapide malgré l'affluence. Je recommande
il y a 4 ans,"Toilettes payantes pour les femmes mais pas pour les hommes, simplement lamentable surtout lorsque l'on paie 50 cts et que l'on se retrouve avec la cuve des toilettes pleine et bouchée. Ma mère en a fait les frais. C'est une honte."
il y a 2 ans,"Le mcdo en lui même été bon, cependant il a la particularité de se trouver sur une avenue qui perd de sa valeur d’année en année. En effet notre dégustation a été perturbé par un certain diego morrissou qui a demandé a toute la gente …"
il y a 4 ans,Lieu très touristique donc beaucoup fréquenté !  les toilettes sont payantes pour les non consommateurs. Pensez à demander votre jeton car on ne vs le propose pas.
il y a 4 ans,"15 ans sur les champs, le nv 2service n'a jamais été aussi bas! On a beau €,payer  on a que rarement 1commande consommable et complète...Quelle honte ! Et je ne me cache pas contacter moi vs aurez de mes nvlles"
il y a 4 ans,"Très sympa personnel quelque fois peut accueillant mais ça reste un plaisir de manger de la nourriture grasse occasionnelemment. Cela dit ce McDonald's a le mérite d'être bien agencer avec rarement beaucoup d'attente, et toujours, même en temps de rush , une écoute particulière. Je recommande tout de même"
il y a 2 ans,"Très sale gros cafards au plafond, frites froides et potatoes carrément toutes durs !!! Je recommande absolument pas. On a demandé de changer plusieurs fois elle nous a dit non"
il y a 5 ans,"Le service s'est fait très lentement, alors que j'avais fait une commande ""légère"". Et les numéros de commande sont donnés sans ordre précis, on peut passer du n*35 au n*51 pour je ne sais quel raison logique.
Mais un service acceptable, avec des employés qui se démènent."
il y a 4 ans,"Bornes de commande HS pendant 10mn en heure de pointe.. Je vous laisse deviner.. service à la chaîne (bon il faut quand même s'y attendre). En revanche, la préparation de la commande est très rapide."
il y a un an,"Service rapide malgré l'affluence.
Les Mc Flurry sont limites dépourvus de nappage, à 5€ le Mc Flurry on s'attendait à plus qu'une glace blanche."
il y a un an,Très bien. Personnel agréable et sympathique. Endroit propre malgré l'affluence.
il y a un an,"Bon, le mcbaguette, un peu cliché et sur evaluer. Mais super service, propre! Beaucoup d'espace et quantité de bornes!"
il y a 5 ans,"Mac do des champs Élysées ou Fast Food de l'horreur ??
Quelques recommandations à  l attention des managers :
1) le Pseudo ""ascenseur"" ne fonctionne pas! Inadmissible ! Nous avions une …"
il y a 3 ans,"Mis à part les tables toutes collante ainsi que le sol, la sécurité qui vous dévisage ne vous donnant pas envie de rentrer cela reste un bon fast-food (mon avis ne se fonde que sur une seule visite ceci n'est donc peut être pas représentatif)"
il y a 6 ans,"Je suis allé dans ce mc Donald's avec ma copine. On a commandé aux bornes prévues à cet effet.
J'ai réglé en carte bleue et elle au comptoir en espèces. …"
il y a 5 mois,1€ pour les toilettes c chère
il y a 10 mois,"Temps d’attente interminable.
Repas froid.
Aucuns professionnalisme."
il y a 9 mois,"Entreprise qui ne considère
Pas ses employés très mal
Paye. De l.esclavage moderne"
il y a 4 ans,"Bonjour,

Je me permets de vous écrire ce commentaire afin de vous faire partager mon …"
il y a un an,Il est 07h15 et ce n’est toujours pas ouvert ! Le mcdo était sensé ouvrir à 7h00 je trouve ça scandaleux et pénible surtout suite à une nuit compliquée !!
il y a 3 ans,"Un McDonald's comme absolument tous les autres en France, ni bon ni mauvais.on ne peut pas s'asseoir ni accéder aux toilettes actuellement. La nourriture est passable. Néanmoins les sandwichs sont un peu mieux fait que dans beaucoup d'autres McDonald's."
il y a 4 ans,Nous sommes venus le dimanche 8 décembre dans ce McDonald's les portes des sanitaires ne fonctionnait pas correctement avec la pièce et les deux lavabos avait du mal  à s'écouler lorsque on se laver les mains.. donc à revoir pour l'hygiène dans les sanitaires avec tous les passages qu'il y a.....
il y a 2 ans,"23h15 je viens de sortir du mac do des champs,  je viens de me faire insulter gratuitement par une jeune fille blonde scannant les pass a l'entrée de mal honnête alors que je m'apprête à lui montrer mon pass sanitaire ! C une honte que des …"
il y a un an,"Je suis très surprise mais les mac do de Paris sont tous incroyablement sympathique, ce n'est pas trop le cas pour notre petite ville, dommage.."
il y a 2 ans,"Rapide ds l'ensemble vu l'heure à laquelle je suis passé (19""30). Seul bémol très mineure, le pass sanitaire et tt ce qui va avec..."
il y a un an,"Très grand macdo... Service impec
Malgré le monde, servi très vite
Beaucoup de salle pour se poser …"
il y a un an,Super. Le restaurant est grand et accueillant. Je n'ai jamais été servie aussi rapidement dans un restaurant mcdonald's. Top
il y a 5 ans,Personnel au top service impeccable ! Bravos Mc do
il y a 3 ans,"Nous sommes passés il y a quelques jours , nous avons été accueillit par une jeune femme de couleur de peau noir , habillés en bleu , très souriante et gentille . Je recommande ."
il y a 5 ans,"Personnel désagréable et odieux avec les clients, ils se permettent de faire des commentaires sur ce que l'on prend à manger ! Frites, hamburgers froids et de mauvaise qualité. Je mets une étoile car on n'en peut pas mettre 0..."
il y a 5 ans,Super bien placé pour les touristes. Grâce à ce Mc Do nous avons pu faire les pauvres de luxe! Manger sur les Champs Élysées à 2 pas de l'Arc de Triomphe... c'était géant! …
il y a 3 ans,"Service assez rapide mais il manquait le verre Coca-Cola offert avec le maxi best-of.
Oubli signalé à la manadgeuse qui nous avait servi. …"
il y a 4 ans,"Service rapide. Accueil du personnel et des agents de sécurité sympa. Terrasse extérieure chauffée et couverte. File d attente pour les toilettes, toilettes non climatisés = chaleur excessive."
il y a 5 ans,"Il est 10h30. Le personnel semble mort... ""L'hôtesse de caisse"" va sûrement finir par se décrocher la mâchoire à force de bâiller... Pas un seul sandwich en rayon... Tout va bien on est seulement sur les Champs-Elysées..."
il y a un an,"J’ai eu mal au ventre toute le nuit après avoir manger dans ce mc Donald et mon amie a vomis 3 fois
Qualité des produits à revoir urgemment et la conservation aussi"
